Entry_id,Title,Description,Published Date,Location,URL
h1459450,Aktuar til tilsyn med skadesforsikring,Vil du være med til at sikre at skadesforsikringsselskabernes forretningsmodeller er holdbare og derigennem arbejde for økonomisk tryghed for kunderne så er et job i Finanstilsynets kontor for skadesforsikring måske noget for dig,2024-04-11,København K,https://www.jobindex.dk/vis-job/h1459450
h1459449,EHS Team Lead,,2024-04-11,Aalborg Øst,https://www.jobindex.dk/vis-job/h1459449
h1459447,Infrastruktur og løsningsarkitekt,Som arkitekt hos Statens It kommer du vidt omkring i din faglighed Du vil designe store og små itløsninger til danske myndigheder og du vil være med til at løse nogle helt essentielle og samfundskritiske projekter og opgaver,2024-04-11,"Ballerup, Sønderborg eller Aarhus",https://www.jobindex.dk/vis-job/h1459447
h1459446,VVSinstallatør til drift og vedligeholdelse,Syddansk Erhvervsskole søger fagligt ansvarlig VVSinstallatør der kan varetage ansvaret for skolens autorisation,2024-04-11,Odense M,https://www.jobindex.dk/vis-job/h1459446
h1459444,Sagsbehandler til specialpsykiatrisk botilbud,Banker dit hjerte for mennesker med psykiske udfordringer Og giver dit arbejde mening når du sikrer at de får den støtte de har behov for,2024-04-11,Holbæk,https://www.jobindex.dk/vis-job/h1459444
h1459442,Skattekonsulent til Aabenraa,Vi har mange forskellige opgaver med en god blanding af enkelhed og kompleksitet  nogle kan løses på fem minutter andre har en procestid på måneder Arbejdsdagen er varieret og rutineopgaver findes ikke,2024-04-11,Aabenraa,https://www.jobindex.dk/vis-job/h1459442
h1459440,Science Hub Denmark Student Assistant,Join our the recently launched Science Hub Denmark initiative and help us tell the world why Denmark is a fantastic place to pursue a career in research,2024-04-11,København K,https://www.jobindex.dk/vis-job/h1459440
h1459439,Struktureret og selvstændig cyber og informationssikkerhedskonsulent,Vi tilbyder en spændende arbejdsplads hvor du vil bidrage til sikringen af et robust digitalt sundhedsvæsen,2024-04-11,Ringsted,https://www.jobindex.dk/vis-job/h1459439
h1459436,Pædagog og barselsvikar,Vi søger en pædagog uddannet pædagog og en barselsvikar uddannet pædagog til vores dejlige børnehave begge på 35 timer på Jordbærstuen,2024-04-11,Brønshøj,https://www.jobindex.dk/vis-job/h1459436
h1459434,Byggeleder,Har du en solid erfaring som byggeleder eller projektleder inden for kvalitetsbyggeri og kan du bevare overblikket selv med mange projekter så kunne du være den rette person som vores nye byggeleder Som byggeleder vil du referere til vores produktionschef og få ansvaret for gennemførelse af byggeprojekter indenfor privatboliger med stor kvalitet,2024-04-11,"Åbyhøj, Kolding",https://www.jobindex.dk/vis-job/h1459434
h1459431,Faglig dygtig konsulent,Til vores team af 11 medarbejdere søger vi en konsulent der kan varetage forskellige opgaver For tiden består arbejdet i høj grad af at støtte og overvåge samvær,2024-04-11,Roskilde,https://www.jobindex.dk/vis-job/h1459431
h1459426,Back Officeassistent KAMsupport og receptionist,Kunne du tænke dig at blive en del af det dansksvenske foodteam i en dansk produktionsvirksomhed i rivende udvikling,2024-04-11,Køge,https://www.jobindex.dk/vis-job/h1459426
h1459420,Socialrådgiver  socialformidler til det specialiserede voksenområde,Vi er et dynamisk og udadvendt team med plads til alle Vi har fokus på den enkeltes styrker og muligheden for udvikling af disse Faglig sparring er en helt naturlig del af teamets dynamik Lige nu er vi ved at implementere VUM 20 så du vil være en medspiller i forhold til denne implementering,2024-04-11,Haslev,https://www.jobindex.dk/vis-job/h1459420
h1459419,Back office assistent Hessel Solutions  Hessel HiRE,Vi kan tilbyde dig et spændende og udfordrende kontorjob hos en af Danmarks største bilforhandlere hvor du primært skal varetage opgaven med værdifastsættelse i forbindelse med genberegning af registreringsafgiften,2024-04-11,Roskilde,https://www.jobindex.dk/vis-job/h1459419
h1459418,Leasingkonsulent til afdelingen for forhandler og flexleasing,Du bliver en del af et stærkt og engageret team hvor vi arbejder på at se nye muligheder og udvikle dem bedst muligt Du får en høj grad af medindflydelse og selvstændighed når det gælder arbejdsopgaver,2024-04-11,Hørsholm,https://www.jobindex.dk/vis-job/h1459418
h1459416,Servicemedarbejderejendomsservicetekniker,Brænder du for pasning og pleje af grønne arealer Har du skruet hænderne godt på og har du lyst til at gøre service og vedligeholdelse af vores udendørsarealer og bygninger til en del af din hverdag Så er jobbet lige noget for dig,2024-04-11,Brønshøj,https://www.jobindex.dk/vis-job/h1459416
h1459415,Servicecenterassistent,Har du hænderne skruet ordentligt på og har lysten til at arbejde med omlægning af låse skæring af nøgler og tryk af logoer på tøj Og vil du være en del af en af virksomhed der igennem flere år er blevet kåret til en af Danmarks bedste arbejdspladser,2024-04-11,Herlev,https://www.jobindex.dk/vis-job/h1459415
h1459413,2 engagerede og ambitiøse økonominørder søges,Vi søger 2 engageret kollegaer 1 til økonomistyringsopgaver på ældreområdet med fokus på hjemmeplejeområdet og 1 til finansiering og interessevaretagelse,2024-04-11,Frederiksberg,https://www.jobindex.dk/vis-job/h1459413
h1459412,Ecommerce Product Assistant studiejob,Læser du kommunikation sprog ehandel eller en anden humaniora uddannelse elsker du struktur og høj detaljeringsgrad og drømmer du om at prøve kræfter i et hus hvor ambitionerne er høje stemningen er endnu højere og hvor vi hver dag har fornøjelsen af at arbejde med berigelse og optimering af mere end 55000 produkter,2024-04-11,Allerød,https://www.jobindex.dk/vis-job/h1459412
h1459410,Proceskonsulent til tilbudsarbejde og projektledelse på vores miljøforbedrende infrastruktur,Vil du være med til at påvirke klimaet i en positiv retning og udvikle dig som proceskonsulent og projektleder ,2024-04-11,Allerød,https://www.jobindex.dk/vis-job/h1459410
h1459408,Erfaren felttekniker til jordforureningsopgaver,Vi har rigtig travlt på jordforureningsområdet og søger derfor en erfaren felttekniker med faglig viden og erfaring indenfor regionernes mange og vigtige opgaver på jordforureningsområdet herunder særligt indenfor gennemførelse af boretilsyn udtagning og håndtering af jord grundvand overfladevand og indeluft prøver,2024-04-11,Viby J. eller Odense,https://www.jobindex.dk/vis-job/h1459408
h1459407,Lærer til faget Pædagogik psykologi og didaktik PPD,Den frie Lærerskole kan tilbyde en unik stilling som underviser i et centralt fag i de studerendes læreruddannelse med stor mulighed for at påvirke fagets indhold og udvikling,2024-04-11,Vester Skerninge,https://www.jobindex.dk/vis-job/h1459407
h1459406,Lagermedarbejdere til produktionslager,Ønsker du at blive en del af et energisk team med alsidige arbejdsopgaver Trives du på et lagergulv hvor dagene ikke er ens og hvor vi hele tiden fokuserer på at optimere vores arbejdsprocesser,2024-04-11,Kolding,https://www.jobindex.dk/vis-job/h1459406
h1459405,Spændende mulighed hos HedeDanmark i Odense Anlægsgartner struktør brolægger  søges,Er du klar til at tage din karriere til nye højder og være en del af et dedikeret team,2024-04-11,unknown,https://www.jobindex.dk/vis-job/h1459405
h1459403,Fjernvarmefolk til grøn omstilling i Gladsaxe,Vi skal være med til at sikre den grønne omstilling i Gladsaxe Kommune og i den forbindelse har vi brug for flere dygtige håndværkere som skal være med til at sikre fremtidens fjernvarmeforsyning ,2024-04-11,unknown,https://www.jobindex.dk/vis-job/h1459403
h1459402,Regnskabschef,Med reference til CFO bliver du som regnskabschef en del af den udvidede ledergruppe og du får ansvaret for virksomhedens regnskabsfunktion med i alt 4 medarbejdere ,2024-04-11,Fredericia,https://www.jobindex.dk/vis-job/h1459402
h1459401,Product Owner for Emply at Paychex Europe,Are you a passionate and talented Product Owner always striving to improve and optimize software so that it brings the most value to the customer ,2024-04-11,Copenhagen,https://www.jobindex.dk/vis-job/h1459401
h1459400,Vil du være leder for et team af kvalitetsbevidste elektrikere i en virksomhed i vækst,,2024-04-11,Vamdrup,https://www.jobindex.dk/vis-job/h1459400
h1459399,Terranor søger en alsidig vejserviceassistent til div opgaver langs statsvejene i MidtNordjylland,Vi søger en ny medarbejder til vores team af engagerede vejserviceassistenter i det midtnordjyske område Jobbet består i renholdsopgaver på div rastepladser og langs vejnettet hjælp til skilteopgaver og derudover div forefaldende opgaver,2024-04-11,unknown,https://www.jobindex.dk/vis-job/h1459399
h1459398,Aftenholdsansvarlig værksted  lager  MercedesBenz lastbiler,Vi søger en ansvarlig for vores aftenhold på MercedesBenz lastbiler i Avedøre Stillingen er nyoprettet og ansvarsområdet vil dække over både lager og værkstedsdrift,2024-04-11,Hvidovre,https://www.jobindex.dk/vis-job/h1459398
h1459396,Hvem vil ikke gerne være med til at redde liv,Vi bidrager uden tvivl til at verden bliver et sikrere sted at være og har et ønske om at eliminere skader på grund af brand,2024-04-11,Hvidovre eller Viby J,https://www.jobindex.dk/vis-job/h1459396
h1459394,Leverancekoordinator,Er du god til at holde overblikket og kan du lide at have en stor kontaktflade,2024-04-11,Odder,https://www.jobindex.dk/vis-job/h1459394
h1459393,Pædagog søges til fast stilling i bofællesskab for unge med udviklingshandicap i Hvalsø,Målgruppen er unge mennesker med udviklingshandicap og afledte problematikker samt evt følgehandicap Bofællesskabet består af 20 boliger med tilknyttede fællesarealer,2024-04-11,unknown,https://www.jobindex.dk/vis-job/h1459393
h1459392,Safety Advisor,Vil du spille en vigtig rolle i planlægningen og udførelsen af INEOS Energys portefølje af kommende projekter,2024-04-11,Esbjerg,https://www.jobindex.dk/vis-job/h1459392
h1459391,Miljøstyrelsen søger 2 studerende til vores team af datadetektiver til affaldsdataområder,Som studerende i ADSteamet bliver du en af vores 7 datadetektiver Datadetektiverne arbejder grundlæggende med kvaliteten af de indberettede affaldsdata hvilket indebærer detaljeret gennemgang af datasæt for at finde fejl og uoverensstemmelser samt heraf følgende kommunikation og vejledning til indberetterne,2024-04-11,Odense C,https://www.jobindex.dk/vis-job/h1459391
h1459390,Psykolog til Dialog mod Vold i Aalborg,Vi søger en kollega til vores psykologteam i Aalborg hvor vi arbejder med at hjælpe familier til et liv uden vold,2024-04-11,Aalborg,https://www.jobindex.dk/vis-job/h1459390
h1459386,Administrativ kundemodtager,Er du en person der vægter HANDLINGSORIENTERET ANERKENDENDE og UDVIKLENDE højt er du måske vores nye medarbejder i vores team der vil være BRANCHENS BEDSTE,2024-04-11,Viby J,https://www.jobindex.dk/vis-job/h1459386
h1459384,Data Scientist til udvikling af machine learningmodeller,Vil du være vores nye data scientist til udvikling af modeller inden for machine learning ML,2024-04-11,Ballerup,https://www.jobindex.dk/vis-job/h1459384
h1459379,Kollega til Team Support i Landbrug,Vi søger en ny kollega til at hjælpe i Team Support i Landbrug Supportteamet er et mindre team der hjælper vores kreditrådgivere og aktivt bidrager til at afdelingens opgaver bliver løst optimalt og effektivt,2024-04-11,København V,https://www.jobindex.dk/vis-job/h1459379
h1459374,Konsulent til EG Bolig,Motiveres du af spændende opgaver og ser du dit næste job i en stor international softwarevirksomhed i rivende udvikling,2024-04-11,Aarhus N eller Ballerup,https://www.jobindex.dk/vis-job/h1459374
h1459370,Er du vores nye Aase,Økonomiblæksprutte der trives i mindre organisation,2024-04-11,Brabrand,https://www.jobindex.dk/vis-job/h1459370
h1459365,Svejsekoordinator til svejsecenteret,Vi søger en inspirerende og dygtig faglærer til at undervise på vores svejsecenter Har du andre undervisningskompetencer kan disse måske også komme i spil da vi er en uddannelsesinstitution med et bredt udbud af uddannelser,2024-04-11,Næstved,https://www.jobindex.dk/vis-job/h1459365
h1459364,Plejehjemsleder til Plejehjemmet Østerbyen og terapeuter i Plejehjem,Vi mangler en stærk plejehjemsleder der har en baggrund som terapeut og har ledelseserfaring,2024-04-11,Esbjerg,https://www.jobindex.dk/vis-job/h1459364
h1459363,Site QEHS,Brænder du for at arbejder med QEHS kan du godt lide at arbejde i et overskueligt team  så er du måske vores nye Site QEHS på vores site i Aabenraa Du vil være tovholder på at implementere og opretholde kvalitets og EHS standarder ,2024-04-11,Aabenraa,https://www.jobindex.dk/vis-job/h1459363
h1459362,Erfaren integrationsudvikler til forsyningskritiske ITplatforme,Vil du være med i den grønne omstilling Har du interesse inden for kritisk infrastruktur Så kom og vær med til at udvikle næste generation af Energinets integrationsplatform,2024-04-11,Fredericia,https://www.jobindex.dk/vis-job/h1459362
h1459361,Salgskoordinator  Nordic Retail,Er du struktureret og trives du med en bred kontaktflade Er du serviceminded og vil du være et vigtigt bindeled mellem interne og eksterne samarbejdspartnere,2024-04-11,Randers SV,https://www.jobindex.dk/vis-job/h1459361
h1459360,Finance Manager,Krumhardt Matzen søger en Finance Manager til vores kunde som er et af landets største ejendomsadministrationsselskaber,2024-04-11,unknown,https://www.jobindex.dk/vis-job/h1459360
h1459358,Pædagog til Ressourcecenter på Vallensbæk Skole,Vallensbæk Skole søger dygtig og ambitiøs pædagog til vores Ressourcecenter gerne med speciale inden for specialpædagogik,2024-04-11,Vallensbæk,https://www.jobindex.dk/vis-job/h1459358
h1459357,Administrativ sagsbehandler med økonomisk flair til Ydelsesområdet,Dine opgaver vil spænde fra at afstemme mellemregningskonti i fagsystemerne KY  KP foretage administrativ kontrol af socialt bedrageri behandle ansøgninger fra borgere om kontanthjælp til andre tilstødende administrative opgaver,2024-04-11,Hørsholm,https://www.jobindex.dk/vis-job/h1459357
