Title,Description,Published Date,Location,URL
"Afdelingsleder til Sletten Skole, afdeling Otterup","Som kommende afdelingsleder på Sletten Skole skal du være med til at stå i spidsen for de mangeartede opgaver, der knytter sig til en skole af vores størrelse og med de glæder og udfordringer, som knytter sig til en moderne folkeskole.",2024-04-09,unknown,https://www.jobindex.dk/vis-job/h1458691
Er du klar til at (kick)starte din karriere? Bliv kunderådgiver hos 3!,,2024-04-09,København V,https://www.jobindex.dk/vis-job/h1458689
Teknisk redaktør,"Her er en spændende mulighed for at hjælpe danske camping- og outdoorinteresserede med teknisk viden, spørgsmål og spidsfindigheder. Du har interesse og flair for teknik i helt bred forstand, uden at du behøver være ekspert. Det er vigtigere, at du kan finde de rigtige svar og formidle dem forståeligt.",2024-04-09,Brøndby,https://www.jobindex.dk/vis-job/h1458688
Area Sales Manager for International Sales,"Currently, we are looking for an Area Sales Manager for International Sales to help us strengthen and expand our global market position in commercial pool filtration.",2024-04-09,Ballerup,https://www.jobindex.dk/vis-job/h1458686
Seniorprojektleder og markedsansvarlig for energiplanlægning inden for fjernvarme,"Med et stærkt fokus på den grønne omstilling søger vi nu en erfaren seniorprojektleder og markedsansvarlig for energiplanlægning til at tage ansvaret for samt udvikle vores portefølje af projekter inden for energiplanlægning. Vores projekter spænder vidt, fra udvikling af fjernvarmeløsninger til implementering af innovative, bæredygtige energisystemer på tværs af Danmark.",2024-04-09,Roskilde eller Aarhus C,https://www.jobindex.dk/vis-job/h1458685
EVA søger en piccolo/piccoline (deltid),"Vil du have et job med mange forskellige praktiske og administrative opgaver, og er du serviceminded og imødekommende? ",2024-04-09,Holbæk,https://www.jobindex.dk/vis-job/h1458684
Intern teknisk konsulent – bliv ekspert i pneumatik og automation,"Som vores nye kollega bliver du et vigtigt del at teknisk afdeling og bindeled mellem vores sælgere, kunder og leverandører. Vi kan i nogen grad tilpasse jobbet til dine ønsker og evner. Dog kommer du, efter en grundig oplæring, overordnet til at få ansvar for at:",2024-04-09,Greve,https://www.jobindex.dk/vis-job/h1458683
Styrelsen for Undervisning og Kvalitet søger læringskonsulent til teknologiforståelse som ny faglighed og valgfag i grundskolen,"Teknologiforståelse skal være en del af grundskolen i Danmark, så eleverne understøttes i at forholde sig kritisk og konstruktiv til den digitale teknologi, de møder i hverdagen. Har du lyst til at bidrage til udviklingen af teknologiforståelse som ny faglighed og valgfag?",2024-04-09,Holbæk,https://www.jobindex.dk/vis-job/h1458682
Kloakrørlægger,"Arkil i Silkeborg søger kloakrørlægger. Vi tilbyder 4-dages arbejdsuge, gode kollegaer og mulighed for firmabil.",2024-04-09,Silkeborg,https://www.jobindex.dk/vis-job/h1458681
Større økologisk bageri søger dedikerede bagere,Vil du være med til at sætte dit præg på vores bageri?,2024-04-09,Kastrup,https://www.jobindex.dk/vis-job/h1458674
Træningscenter Brøndby søger 1 fysioterapeut til rygområdet pr. 1.6.2024,"Brænder du for og har erfaring med at træne borgere inde for rygområdet, så har du chancen for at få et spændende job i Træningscenter Brøndby.",2024-04-09,Brøndby,https://www.jobindex.dk/vis-job/h1458672
Fugttekniker (byggesagkyndig med flair for mennesker),Du bliver del af et stærkt fagligt team af byggesagkyndige med reference til vores CEO. Du bliver samtidig del af en landsdækkende virksomhed med stor fokus på vidensdeling og socialt sammenhold.,2024-04-09,unknown,https://www.jobindex.dk/vis-job/h1458671
Salgstrainee HusOnline,"Som vores nye salgstrainee kan du se frem til et unikt salgsjob, hvor du kommer gennem et udviklingsforløb som sælger med udgangspunkt i teori men mest praktik og learning by doing.",2024-04-09,Ringsted,https://www.jobindex.dk/vis-job/h1458670
Maskinkonstruktør,Brænder du for at arbejde inden for konsulentbranchen med konstruktion af maskiner og anlæg samt bidrage til løbende udvikling og optimering af produkter til vores kunder? ,2024-04-09,"Vejle, Aalborg eller Albertslund",https://www.jobindex.dk/vis-job/h1458668
Afdelingschef til GF Sønderjylland,"Er du en dygtig og erfaren leder, der kan motivere og udvikle dine medarbejdere?",2024-04-09,Haderslev,https://www.jobindex.dk/vis-job/h1458667
Administrativ medarbejder til alsidige opgaver (evt. deltid),"Er du klar på at komme ind og give et ordentligt nøk med, hvor du selv kan være med til at vælge dine kontoropgaver – afhængigt af dine erfaringer og ønsker? Og har du hovedet ordentligt skruet på, gode engelskkundskaber og relativt styr på de helt overordnede processer i en virksomhed?",2024-04-09,Herlev,https://www.jobindex.dk/vis-job/h1458666
Akademiker til minister- og ledelsesbetjening i Signalprogrammet,"Er du god til at jonglere med mange bolde på samme tid, skrive det skarpe notat og finde ind til en kompliceret sags kerne – og vil du samtidig bidrage ind i arbejdet mod en klimavenlig jernbane?",2024-04-09,København V,https://www.jobindex.dk/vis-job/h1458664
Projektleder til Bravidas Brand- og Sikringsafdeling,Har du en teknisk baggrund og erfaring med projektledelse? Brænder du for ledelse og styring af projekter? Og er du forretningsorienteret og har en god økonomisk sans? Så er denne stilling noget for dig!,2024-04-09,Brøndby,https://www.jobindex.dk/vis-job/h1458661
Teknisk projektleder,Brænder du for at arbejde med teknisk projektledelse af kundetilpassede procesanlæg og maskiner samt bidrage til løbende udvikling og optimering af produkter til industrikunder? ,2024-04-09,"Vejle, Aalborg eller Albertslund",https://www.jobindex.dk/vis-job/h1458655
"Pædagogisk personale til fast stilling i vores Særforanstaltning i Lejre, samt et antal tilkaldevikarer",Tilbuddet ligger på en firlænget gård i Lejre og er et afskærmet helhedstilbud for 2 unge mennesker med ASF og flere tilknyttede diagnoser herunder tilknytningsproblematikker.,2024-04-09,Lejre,https://www.jobindex.dk/vis-job/h1458654
Vågen nattevagt søges til botilbud i Faxe Ladeplads for borgere med autismespektrumforstyrrelser,"Er du en natteravn, der trives med natarbejde? Brænder du for at skabe udvikling hos mennesker med særlige behov? Så er det måske dig, vi leder efter.",2024-04-09,unknown,https://www.jobindex.dk/vis-job/h1458653
Kontorassistent,"Er du en kompetent, hjælpsom og kundeorienteret kontoras­sistent og blæksprutte på udkig efter en spændende mulighed i Haderslev? Så er dette job nok lige dig!",2024-04-09,Haderslev,https://www.jobindex.dk/vis-job/h1458651
Har du interesse for socialpsykiatrisk arbejde med unge voksne (18-25 årige)?,"Vores målgruppe er børn og unge samt unge voksne, som er normaltbegavede med psykiatriske problemstillinger og psykotiske symptomer. ",2024-04-09,Kokkedal,https://www.jobindex.dk/vis-job/h1458650
Strøbyskolen søger 2 klassepædagoger på 0. årgang,"- Er du god til relationer, samarbejde og klasserumsledelse? Så er det helt sikkert dig, vi søger som vores nye kollega.",2024-04-09,Strøby,https://www.jobindex.dk/vis-job/h1458647
Generalister til strategisk udvikling,Har du lyst til at sikre fremdrift i nogle af Skattestyrelsens højst prioriterede projekter på opkrævningsområdet? Er du god til at aflæse forretningsbehov og omsætte dem til konkrete handlinger?,2024-04-09,København S,https://www.jobindex.dk/vis-job/h1458646
Vild med genbrug og gør-det-selv?,"Går du også gerne en ekstra mil for at få fingrene i de helt rigtige gamle vinduer til dit orangeri? Og gør det dig glad i mavsen, når gamle ting får nyt liv? Vi søger lige nu en genbrugsvejleder med et hjerte, der banker for genbrugsguld til vores team i PlusByg i Næstved.",2024-04-09,Næstved,https://www.jobindex.dk/vis-job/h1458644
Planner. End-to-End Planning,Arbejder du systematisk og har du en god sans for at skabe overblik og struktur?,2024-04-09,Randers SV,https://www.jobindex.dk/vis-job/h1458642
Undervisere søges til HHX på Midtbyens Gymnasium,"Har du undervisningskompetence inden for matematik, virksomhedsøkonomi, erhvervsjura, afsætning eller informatik?",2024-04-09,Viborg,https://www.jobindex.dk/vis-job/h1458638
Rengøringsassistent – sanitør søges til UC SYD Haderslev,Kan du svinge med en gulvmoppe og har du erfaring med rengøring på professionelt niveau? Så er det lige dig vi står og mangler til vores rengøringsteam i campus Haderslev.,2024-04-09,unknown,https://www.jobindex.dk/vis-job/h1458635
Struktureret og sproglig stærk kommunikationsmedarbejder søges til Sekretariatet for Danmarks Frie Forskningsfond,"Vil du arbejde med kommunikation, forskningsformidling og forvaltningsopgaver? Og er du interesseret i at arbejde med forskningsfinansiering og betjene fondens udvalg og råd? Så er du måske vores nye kollega i Sekretariatet for Danmarks Frie Forskningsfond.",2024-04-09,Odense C,https://www.jobindex.dk/vis-job/h1458634
Social- og sundhedsassistent til nattevagt på Benediktehjemmet,Vi mangler dig som SSA - og tilbyder en spændende stilling som fast nattevagt mandag-søndag i ulige uger. ,2024-04-09,Fredensborg,https://www.jobindex.dk/vis-job/h1458633
Kundesupporter,Lyder det spændende at give en hel branche en digital overhaling? Så vil vi gerne høre fra dig!,2024-04-09,Kongens Lyngby,https://www.jobindex.dk/vis-job/h1458630
Engageret kontorelev til 2-årig uddannelse,"Har du nogensinde tænkt på, hvordan sukkerroen kommer op af jorden – til sukkeret står færdigt i poser på hylden i supermarkedet?",2024-04-09,København S,https://www.jobindex.dk/vis-job/h1458628
Projektleder til bæredygtig håndtering af regn- og spildevand,Motiveres du af at sikre fremtidens regn- og spildevandshåndtering med fokus på den grønne omstilling og miljøet? Brænder du for etablering af de bedste løsninger og optimering af driften? ,2024-04-09,Horsens,https://www.jobindex.dk/vis-job/h1458627
Project Assistants for Danish Transcription,The work is part-time transcription of research interviews and legal material in Danish. The project assistant can decide on the amount of work to take on. ,2024-04-09,unknown,https://www.jobindex.dk/vis-job/h1458625
IT-supporterelev,"I Billund Lufthavn søger vi en engageret IT-supporterelev, som skal hjælpe os med den daglige drift inden for IT-området. Du vil være en del af vores IT team, hvor der er et godt fællesskab og hvor fokus er på support og samarbejde. Vi tilbyder dig en spændende og alsidig elevstilling, hvor du får rig mulighed for personlig og faglig udvikling. ",2024-04-09,Billund,https://www.jobindex.dk/vis-job/h1458623
Drevne forretningsudviklere med detektivevner til ejendomsbeskatning,"Vil du være med til at løse en samfundskritisk opgave ved at bygge bro mellem it, lovgivning og drift? Er du detaljeorienteret, analytisk og brænder for at finde løsninger på komplekse problemstillinger?",2024-04-09,Frederiksberg,https://www.jobindex.dk/vis-job/h1458619
IT Technical Consultant,"Trives du med stor variation i din hverdag og kan du levere en høj grad af IT-faglighed uden at gå på kompromis med servicen? Motiveres du af at arbejde i et miljø med en uformel tone, hvor der altid er mulighed for at udveksle synspunkter, og have indflydelse på hverdagen og forbedringer?",2024-04-09,Sønderborg,https://www.jobindex.dk/vis-job/h1458616
Faglig koordinator (barselsvikariat),"Er du god med kunder, og trives du i en koordinerende rolle?",2024-04-09,Hvidovre,https://www.jobindex.dk/vis-job/h1458615
Maskinfører til banearbejde,"Vi oplever en fortsat positiv udvikling, som betyder, at vores afdeling i Hvidovre søger dygtige maskinførere til opgaver i forbindelse med etablering af ny jernbane og til vedligeholdelsesopgaver. Der vil være tale om opgaver i hele Danmark samt Sverige og Norge.",2024-04-09,Hvidovre,https://www.jobindex.dk/vis-job/h1458613
Head of Business Finance,Vil du være en afgørende funktion i at sikre effektive finansielle strategier og et stærkt økonomisk fundament i en af Danmarks største telco-virksomheder? Som Head of Business Finance får du direkte ansvar for strategiske finansielle initiativer og ledelsesrapportering.,2024-04-09,Aalborg eller København,https://www.jobindex.dk/vis-job/h1458612
Klargøringsmedarbejder der har det godt med ansvar,"Vil du hjælpe os med at klargøre letvogne og moduler? Få en rolle, hvor du kan sætte din tekniske faglighed i spil, samtidig med at du prøver kræfter med modulbranchen.",2024-04-09,Bjæverskov,https://www.jobindex.dk/vis-job/h1458610
Ambitiøse projektledere til forretningsudvikling af de nye ejendomsskatter,"Vi er på udkig efter ambitiøse projektledere til at drive forretningsudvikling og etablering af en sikker drift på ejendomsbeskatningsområdet. Du skal sikre prioritering af opgaver og drive større analyser, afklaringer eller udviklingsprojekter. Så hvis du vil bidrage til gennemførelsen af en af statens største reformer i en organisation med vidtfavnende udviklingsmuligheder, så skal du søge denne stilling.",2024-04-09,Frederiksberg,https://www.jobindex.dk/vis-job/h1458606
HR-konsulent,"Er du passioneret omkring at skabe dynamiske arbejdspladser, hvor medarbejdere føler sig værdsat fra dag ét?",2024-04-09,Søborg,https://www.jobindex.dk/vis-job/h1458605
R&D Engineer for Industrial 3D Print,,2024-04-09,Aarhus C,https://www.jobindex.dk/vis-job/h1458604
External Lecturer – Danish Language & Culture – DIS Copenhagen,,2024-04-09,København K,https://www.jobindex.dk/vis-job/h1458603
Skadesbehandler til SOS Internationals vagtcentral,"Du bliver en del af vores internationale team, der håndterer nødstedte bilister i udlandet. Vores arbejde indebærer tæt samarbejde med forsikringskunder, leasingfirmaer, forsikringsselskaber og værksteder for at sikre den nødvendige hjælp til den nødstedte bilist. ",2024-04-09,Aarhus N,https://www.jobindex.dk/vis-job/h1458601
Store Manager,CHANGE er på en vækstrejse og du skal med!,2024-04-09,unknown,https://www.jobindex.dk/vis-job/h1458596
Sælger,"Du bliver del af en velfungerende, lokal butik med et engageret team på 17 kolleger. Du indgår i et stærkt fagligt miljø, hvor vi ser sparring og udvikling af os selv og hinanden som en vigtig del af del af vores hverdag – og hvor vi har det sjovt, når vi er på arbejde.",2024-04-09,Haderslev,https://www.jobindex.dk/vis-job/h1458593
Supplier Quality & Compliance Manager,Are you motivated by ensuring and developing quality and compliance of critical suppliers? Would you like to have a broad interface with key stakeholders on a national and international plan?,2024-04-09,Skanderborg,https://www.jobindex.dk/vis-job/h1458591
